id,sentence,aspect,aspect_token,label,label_text
48,"đặt cùng màu cùng kích cỡ cùng loại, mà giao 2 kiểu khác nhau, 1 cái còn bị rách nữa chứng tỏ không kiểm tra hàng kỹ, qua loa, chất lượng dịch vụ kém, quần suôn rộng mà còn ngắn nữa. rất chán, không biết sao cửa hàng bán chạy được nữa, chắc là mua lượt bán và mua lượt review rất mua lần đầu cũng là lần cuối luôn.",uy_tin_cua_hang,"đặt cùng màu cùng kích cỡ cùng loại, mà giao 2 kiểu khác nhau",0,negative
48,"đặt cùng màu cùng kích cỡ cùng loại, mà giao 2 kiểu khác nhau, 1 cái còn bị rách nữa chứng tỏ không kiểm tra hàng kỹ, qua loa, chất lượng dịch vụ kém, quần suôn rộng mà còn ngắn nữa. rất chán, không biết sao cửa hàng bán chạy được nữa, chắc là mua lượt bán và mua lượt review rất mua lần đầu cũng là lần cuối luôn.",dong_goi,"không kiểm tra hàng kỹ, qua loa",0,negative
48,"đặt cùng màu cùng kích cỡ cùng loại, mà giao 2 kiểu khác nhau, 1 cái còn bị rách nữa chứng tỏ không kiểm tra hàng kỹ, qua loa, chất lượng dịch vụ kém, quần suôn rộng mà còn ngắn nữa. rất chán, không biết sao cửa hàng bán chạy được nữa, chắc là mua lượt bán và mua lượt review rất mua lần đầu cũng là lần cuối luôn.",gia_cong,bị rách,0,negative
48,"đặt cùng màu cùng kích cỡ cùng loại, mà giao 2 kiểu khác nhau, 1 cái còn bị rách nữa chứng tỏ không kiểm tra hàng kỹ, qua loa, chất lượng dịch vụ kém, quần suôn rộng mà còn ngắn nữa. rất chán, không biết sao cửa hàng bán chạy được nữa, chắc là mua lượt bán và mua lượt review rất mua lần đầu cũng là lần cuối luôn.",cham_soc_khach_hang,chất lượng dịch vụ kém,0,negative
48,"đặt cùng màu cùng kích cỡ cùng loại, mà giao 2 kiểu khác nhau, 1 cái còn bị rách nữa chứng tỏ không kiểm tra hàng kỹ, qua loa, chất lượng dịch vụ kém, quần suôn rộng mà còn ngắn nữa. rất chán, không biết sao cửa hàng bán chạy được nữa, chắc là mua lượt bán và mua lượt review rất mua lần đầu cũng là lần cuối luôn.",kich_co, rộng mà còn ngắn ,0,negative
49,hàng ok giao hàng chậm trả lời tin nhắn chậm,chat_luong,hàng ok ,2,positive
49,hàng ok giao hàng chậm trả lời tin nhắn chậm,giao_hang, giao hàng chậm,0,negative
49,hàng ok giao hàng chậm trả lời tin nhắn chậm,cham_soc_khach_hang,trả lời tin nhắn chậm,0,negative
50,hàng chất lượng nhưng mà hơi ngắn xíu,chat_luong,hàng chất lượng,2,positive
50,hàng chất lượng nhưng mà hơi ngắn xíu,kich_co, hơi ngắn xíu,1,neutral
51,sản phẩm giống hình 100 thái độ phục vụ kém đặt hàng 10 ngày mới bắt đầu gửi hàng,uy_tin_cua_hang,sản phẩm giống hình,2,positive
51,sản phẩm giống hình 100 thái độ phục vụ kém đặt hàng 10 ngày mới bắt đầu gửi hàng,cham_soc_khach_hang,thái độ phục vụ kém,0,negative
51,sản phẩm giống hình 100 thái độ phục vụ kém đặt hàng 10 ngày mới bắt đầu gửi hàng,giao_hang,đặt hàng 10 ngày mới bắt đầu gửi hàng,0,negative
52,"lần đầu tiên mua but đã cho mình cảm giác rất thất vọng, sản phẩm đặt mua từ 11 11 sale tới giờ vẫn chưa nhận được hàng , nhắn tin với cửa hàng mà chưa thấy cửa hàng hoàn sản phẩm khác cho mình. hoàn toàn không có lần sau",giao_hang, đặt mua từ 11 11 sale tới giờ vẫn chưa nhận được hàng,0,negative
52,"lần đầu tiên mua but đã cho mình cảm giác rất thất vọng, sản phẩm đặt mua từ 11 11 sale tới giờ vẫn chưa nhận được hàng , nhắn tin với cửa hàng mà chưa thấy cửa hàng hoàn sản phẩm khác cho mình. hoàn toàn không có lần sau",doi_tra, chưa thấy cửa hàng hoàn sản phẩm khác,0,negative
53,giao không đúng kích cỡ,kich_co, không đúng kích cỡ,0,negative
54,đặt màu đen giao màu tím than,mau_sac,đặt màu đen giao màu tím than,0,negative
55,chỉ thừa nhiều,gia_cong,chỉ thừa nhiều,0,negative
56,"quần có chất liệu như thun có thể co giãn, nhưng mặc được 1 lần thì bị rách đường chỉ gần đáy quần",chat_lieu,quần có chất liệu như thun có thể co giãn,2,positive
56,"quần có chất liệu như thun có thể co giãn, nhưng mặc được 1 lần thì bị rách đường chỉ gần đáy quần",gia_cong,mặc được 1 lần thì bị rách đường chỉ gần đáy quần,0,negative
57,mặc được 1 ngày rách đáy rùi. giao nhanh mua kích cỡ 32 hai màu,do_ben,mặc được 1 ngày rách đáy rùi,0,negative
57,mặc được 1 ngày rách đáy rùi. giao nhanh mua kích cỡ 32 hai màu,giao_hang,giao nhanh ,0,negative
58,hư dây kéo,gia_cong,hư dây kéo,0,negative
59,"quần mua về dính những vết dơ giặc mãi không ra, quần màu kem mà dơ thì chịu luôn, vậy mà cửa hàng vẫn giao cho khách, làm ăn không có tâm.",gia_cong,dính những vết dơ giặc mãi không ra,0,negative
59,"quần mua về dính những vết dơ giặc mãi không ra, quần màu kem mà dơ thì chịu luôn, vậy mà cửa hàng vẫn giao cho khách, làm ăn không có tâm.",uy_tin_cua_hang, làm ăn không có tâm.,0,negative
60,bịp quen. bảo được đổi hàng trong 1 tuần nhưng sau lại từ chối đổi,uy_tin_cua_hang,bịp quen,0,negative
60,bịp quen. bảo được đổi hàng trong 1 tuần nhưng sau lại từ chối đổi,doi_tra, từ chối đổi,0,negative
61,muốn đổi kích cỡ phải tốn thêm tiền nữa nên mọi người hãy xem xét,doi_tra,muốn đổi kích cỡ phải tốn thêm tiền,0,negative
62,"gia công vô cùng xấu như hàng lỗi của cty ra. đai quần thì may 1kim không được đính bọ, mà 1 kim không được lại mũi kĩ nữa. khuy thì may rất lõng lẽo. chỗ che khuy thì bị đứt chỉ không được sữa lại. rất xấu như hàng hư lỗi công ty",gia_cong,"gia công vô cùng xấu như hàng lỗi của cty ra. đai quần thì may 1kim không được đính bọ, mà 1 kim không được lại mũi kĩ nữa. khuy thì may rất lõng lẽo. chỗ che khuy thì bị đứt chỉ không được sữa lại. rất xấu như hàng hư lỗi công ty",0,negative
63,"tôi muốn thay đổi lại hình nên tôi đã hủy nhưng không hiểu sao nó vẫn nhận hàng được nên nó giờ rất chật với tôi, tôi muốn thành kích cỡ 42 nên tôi đã hủy để thay nhưng không hiểu sao nó vẫn chấp nhận được",kich_co, rất chật,0,negative
64,"quần sai 29 gắn mác sai 28 , kì vọng bảo nhiêu thì thất vọng bới nhiêu đã mua một lần bên cửa hàng thấy chất liệu và chất lượng sản phẩm tốt nhưng đợt này thì rất xấu",kich_co,quần sai 29 gắn mác sai 28,0,negative
64,"quần sai 29 gắn mác sai 28 , kì vọng bảo nhiêu thì thất vọng bới nhiêu đã mua một lần bên cửa hàng thấy chất liệu và chất lượng sản phẩm tốt nhưng đợt này thì rất xấu",chat_lieu, đã mua một lần bên cửa hàng thấy chất liệu và chất lượng sản phẩm tốt nhưng đợt này thì rất xấu,0,negative
64,"quần sai 29 gắn mác sai 28 , kì vọng bảo nhiêu thì thất vọng bới nhiêu đã mua một lần bên cửa hàng thấy chất liệu và chất lượng sản phẩm tốt nhưng đợt này thì rất xấu",chat_luong, đã mua một lần bên cửa hàng thấy chất liệu và chất lượng sản phẩm tốt nhưng đợt này thì rất xấu,0,negative
65,lúc tr mua quần đúng đẹp bây h đổi lại mẫu khác xấu thật sự,kieu_dang,mẫu khác xấu thật sự,0,negative
66,"rất mỏng, nhanh xơ rất lắm anh em ạ",chat_lieu,"rất mỏng, nhanh xơ rất lắm anh em ạ",0,negative
67,"chất vải nhìn y con gái vậy á với không dài mặc bị ngắn, giờ mới mặc đi làm quần bị rách túi chán",chat_lieu,chất vải nhìn y con gái,0,negative
67,"chất vải nhìn y con gái vậy á với không dài mặc bị ngắn, giờ mới mặc đi làm quần bị rách túi chán",kich_co,không dài mặc bị ngắn,0,negative
